We infer the transformation rule from the facts by bounded rule-based trial.
I will put my final answer inside \boxed{}.

remap (index 2 is the operator):
fact0 [`@+%|] = [{&$]: AB + CD = EFG  (r.len=3, sym=['A', 'B', 'C', 'D', 'E', 'F', 'G'], |sym|=7)
fact1 ['{+@`] = [{{`]: HE + BA = EEA  (r.len=3, sym=['A', 'B', 'E', 'H'], |sym|=4)
fact2 [`'*#@] = [`'#@]: AH * JB = AHJB  (r.len=4, sym=['A', 'B', 'H', 'J'], |sym|=4)
fact3 [''+%'] = [##]: HH + CH = JJ  (r.len=2, sym=['C', 'H', 'J'], |sym|=3)
  R1326: concat(26,74) = 2674 -> J=7,H=6,B=4,A=2
  R1327: concat(26,75) = 2675 -> J=7,H=6,B=5,A=2
  R1328: concat(26,78) = 2678 -> J=7,H=6,B=8,A=2
  R1329: concat(26,79) = 2679 -> J=7,H=6,B=9,A=2
  R1330: concat(26,80) = 2680 -> J=8,H=6,B=0,A=2
  R1331: concat(26,81) = 2681 -> J=8,H=6,B=1,A=2
  R1332: concat(26,83) = 2683 -> J=8,H=6,B=3,A=2
  R1333: concat(26,84) = 2684 -> J=8,H=6,B=4,A=2
  R1334: concat(26,85) = 2685 -> J=8,H=6,B=5,A=2
  R1335: concat(26,87) = 2687 -> J=8,H=6,B=7,A=2
  R1336: concat(26,89) = 2689 -> J=8,H=6,B=9,A=2
  R1337: concat(26,90) = 2690 -> J=9,H=6,B=0,A=2
  R1338: concat(26,91) = 2691 -> J=9,H=6,B=1,A=2
  R1339: concat(26,93) = 2693 -> J=9,H=6,B=3,A=2
  R1340: concat(26,94) = 2694 -> J=9,H=6,B=4,A=2
  R1341: concat(26,95) = 2695 -> J=9,H=6,B=5,A=2
  R1342: concat(26,97) = 2697 -> J=9,H=6,B=7,A=2
  R1343: concat(26,98) = 2698 -> J=9,H=6,B=8,A=2
  R1344: concat(27,01) = 2701 -> J=0,H=7,B=1,A=2
  R1345: concat(27,03) = 2703 -> J=0,H=7,B=3,A=2
  R1346: concat(27,04) = 2704 -> J=0,H=7,B=4,A=2
  R1347: concat(27,05) = 2705 -> J=0,H=7,B=5,A=2
  R1348: concat(27,06) = 2706 -> J=0,H=7,B=6,A=2
  R1349: concat(27,08) = 2708 -> J=0,H=7,B=8,A=2
  R1350: concat(27,09) = 2709 -> J=0,H=7,B=9,A=2
  R1351: concat(27,10) = 2710 -> J=1,H=7,B=0,A=2
  R1352: concat(27,13) = 2713 -> J=1,H=7,B=3,A=2
  R1353: concat(27,14) = 2714 -> J=1,H=7,B=4,A=2
  R1354: concat(27,15) = 2715 -> J=1,H=7,B=5,A=2
  R1355: concat(27,16) = 2716 -> J=1,H=7,B=6,A=2
  R1356: concat(27,18) = 2718 -> J=1,H=7,B=8,A=2
  R1357: concat(27,19) = 2719 -> J=1,H=7,B=9,A=2
  R1358: concat(27,30) = 2730 -> J=3,H=7,B=0,A=2
  R1359: concat(27,31) = 2731 -> J=3,H=7,B=1,A=2
  R1360: concat(27,34) = 2734 -> J=3,H=7,B=4,A=2
  R1361: concat(27,35) = 2735 -> J=3,H=7,B=5,A=2
  R1362: concat(27,36) = 2736 -> J=3,H=7,B=6,A=2
  R1363: concat(27,38) = 2738 -> J=3,H=7,B=8,A=2
  R1364: concat(27,39) = 2739 -> J=3,H=7,B=9,A=2
  R1365: concat(27,40) = 2740 -> J=4,H=7,B=0,A=2
  R1366: concat(27,41) = 2741 -> J=4,H=7,B=1,A=2
  R1367: concat(27,43) = 2743 -> J=4,H=7,B=3,A=2
  R1368: concat(27,45) = 2745 -> J=4,H=7,B=5,A=2
  R1369: concat(27,46) = 2746 -> J=4,H=7,B=6,A=2
  R1370: concat(27,48) = 2748 -> J=4,H=7,B=8,A=2
  R1371: concat(27,49) = 2749 -> J=4,H=7,B=9,A=2
  R1372: concat(27,50) = 2750 -> J=5,H=7,B=0,A=2
  R1373: concat(27,51) = 2751 -> J=5,H=7,B=1,A=2
  R1374: concat(27,53) = 2753 -> J=5,H=7,B=3,A=2
  R1375: concat(27,54) = 2754 -> J=5,H=7,B=4,A=2
  R1376: concat(27,56) = 2756 -> J=5,H=7,B=6,A=2
  R1377: concat(27,58) = 2758 -> J=5,H=7,B=8,A=2
  R1378: concat(27,59) = 2759 -> J=5,H=7,B=9,A=2
  R1379: concat(27,60) = 2760 -> J=6,H=7,B=0,A=2
  R1380: concat(27,61) = 2761 -> J=6,H=7,B=1,A=2
  R1381: concat(27,63) = 2763 -> J=6,H=7,B=3,A=2
  R1382: concat(27,64) = 2764 -> J=6,H=7,B=4,A=2
  R1383: concat(27,65) = 2765 -> J=6,H=7,B=5,A=2
  R1384: concat(27,68) = 2768 -> J=6,H=7,B=8,A=2
  R1385: concat(27,69) = 2769 -> J=6,H=7,B=9,A=2
  R1386: concat(27,80) = 2780 -> J=8,H=7,B=0,A=2
  R1387: concat(27,81) = 2781 -> J=8,H=7,B=1,A=2
  R1388: concat(27,83) = 2783 -> J=8,H=7,B=3,A=2
  R1389: concat(27,84) = 2784 -> J=8,H=7,B=4,A=2
  R1390: concat(27,85) = 2785 -> J=8,H=7,B=5,A=2
  R1391: concat(27,86) = 2786 -> J=8,H=7,B=6,A=2
  R1392: concat(27,89) = 2789 -> J=8,H=7,B=9,A=2
  R1393: concat(27,90) = 2790 -> J=9,H=7,B=0,A=2
  R1394: concat(27,91) = 2791 -> J=9,H=7,B=1,A=2
  R1395: concat(27,93) = 2793 -> J=9,H=7,B=3,A=2
  R1396: concat(27,94) = 2794 -> J=9,H=7,B=4,A=2
  R1397: concat(27,95) = 2795 -> J=9,H=7,B=5,A=2
  R1398: concat(27,96) = 2796 -> J=9,H=7,B=6,A=2
  R1399: concat(27,98) = 2798 -> J=9,H=7,B=8,A=2
  R1400: concat(28,01) = 2801 -> J=0,H=8,B=1,A=2
  R1401: concat(28,03) = 2803 -> J=0,H=8,B=3,A=2
  R1402: concat(28,04) = 2804 -> J=0,H=8,B=4,A=2
  R1403: concat(28,05) = 2805 -> J=0,H=8,B=5,A=2
  R1404: concat(28,06) = 2806 -> J=0,H=8,B=6,A=2
  R1405: concat(28,07) = 2807 -> J=0,H=8,B=7,A=2
  R1406: concat(28,09) = 2809 -> J=0,H=8,B=9,A=2
  R1407: concat(28,10) = 2810 -> J=1,H=8,B=0,A=2
  R1408: concat(28,13) = 2813 -> J=1,H=8,B=3,A=2
  R1409: concat(28,14) = 2814 -> J=1,H=8,B=4,A=2
  R1410: concat(28,15) = 2815 -> J=1,H=8,B=5,A=2
  R1411: concat(28,16) = 2816 -> J=1,H=8,B=6,A=2
  R1412: concat(28,17) = 2817 -> J=1,H=8,B=7,A=2
  R1413: concat(28,19) = 2819 -> J=1,H=8,B=9,A=2
  R1414: concat(28,30) = 2830 -> J=3,H=8,B=0,A=2
  R1415: concat(28,31) = 2831 -> J=3,H=8,B=1,A=2
  R1416: concat(28,34) = 2834 -> J=3,H=8,B=4,A=2
  R1417: concat(28,35) = 2835 -> J=3,H=8,B=5,A=2
  R1418: concat(28,36) = 2836 -> J=3,H=8,B=6,A=2
  R1419: concat(28,37) = 2837 -> J=3,H=8,B=7,A=2
  R1420: concat(28,39) = 2839 -> J=3,H=8,B=9,A=2
  R1421: concat(28,40) = 2840 -> J=4,H=8,B=0,A=2
  R1422: concat(28,41) = 2841 -> J=4,H=8,B=1,A=2
  R1423: concat(28,43) = 2843 -> J=4,H=8,B=3,A=2
  R1424: concat(28,45) = 2845 -> J=4,H=8,B=5,A=2
  R1425: concat(28,46) = 2846 -> J=4,H=8,B=6,A=2
  R1426: concat(28,47) = 2847 -> J=4,H=8,B=7,A=2
  R1427: concat(28,49) = 2849 -> J=4,H=8,B=9,A=2
  R1428: concat(28,50) = 2850 -> J=5,H=8,B=0,A=2
  R1429: concat(28,51) = 2851 -> J=5,H=8,B=1,A=2
  R1430: concat(28,53) = 2853 -> J=5,H=8,B=3,A=2
  R1431: concat(28,54) = 2854 -> J=5,H=8,B=4,A=2
  R1432: concat(28,56) = 2856 -> J=5,H=8,B=6,A=2
  R1433: concat(28,57) = 2857 -> J=5,H=8,B=7,A=2
  R1434: concat(28,59) = 2859 -> J=5,H=8,B=9,A=2
  R1435: concat(28,60) = 2860 -> J=6,H=8,B=0,A=2
  R1436: concat(28,61) = 2861 -> J=6,H=8,B=1,A=2
  R1437: concat(28,63) = 2863 -> J=6,H=8,B=3,A=2
  R1438: concat(28,64) = 2864 -> J=6,H=8,B=4,A=2
  R1439: concat(28,65) = 2865 -> J=6,H=8,B=5,A=2
  R1440: concat(28,67) = 2867 -> J=6,H=8,B=7,A=2
  R1441: concat(28,69) = 2869 -> J=6,H=8,B=9,A=2
  R1442: concat(28,70) = 2870 -> J=7,H=8,B=0,A=2
  R1443: concat(28,71) = 2871 -> J=7,H=8,B=1,A=2
  R1444: concat(28,73) = 2873 -> J=7,H=8,B=3,A=2
  R1445: concat(28,74) = 2874 -> J=7,H=8,B=4,A=2
  R1446: concat(28,75) = 2875 -> J=7,H=8,B=5,A=2
  R1447: concat(28,76) = 2876 -> J=7,H=8,B=6,A=2
  R1448: concat(28,79) = 2879 -> J=7,H=8,B=9,A=2
  R1449: concat(28,90) = 2890 -> J=9,H=8,B=0,A=2
  R1450: concat(28,91) = 2891 -> J=9,H=8,B=1,A=2
  R1451: concat(28,93) = 2893 -> J=9,H=8,B=3,A=2
  R1452: concat(28,94) = 2894 -> J=9,H=8,B=4,A=2
  R1453: concat(28,95) = 2895 -> J=9,H=8,B=5,A=2
  R1454: concat(28,96) = 2896 -> J=9,H=8,B=6,A=2
  R1455: concat(28,97) = 2897 -> J=9,H=8,B=7,A=2
  R1456: concat(29,01) = 2901 -> J=0,H=9,B=1,A=2
  R1457: concat(29,03) = 2903 -> J=0,H=9,B=3,A=2
  R1458: concat(29,04) = 2904 -> J=0,H=9,B=4,A=2
  R1459: concat(29,05) = 2905 -> J=0,H=9,B=5,A=2
  R1460: concat(29,06) = 2906 -> J=0,H=9,B=6,A=2
  R1461: concat(29,07) = 2907 -> J=0,H=9,B=7,A=2
  R1462: concat(29,08) = 2908 -> J=0,H=9,B=8,A=2
  R1463: concat(29,10) = 2910 -> J=1,H=9,B=0,A=2
  R1464: concat(29,13) = 2913 -> J=1,H=9,B=3,A=2
  R1465: concat(29,14) = 2914 -> J=1,H=9,B=4,A=2
  R1466: concat(29,15) = 2915 -> J=1,H=9,B=5,A=2
  R1467: concat(29,16) = 2916 -> J=1,H=9,B=6,A=2
  R1468: concat(29,17) = 2917 -> J=1,H=9,B=7,A=2
  R1469: concat(29,18) = 2918 -> J=1,H=9,B=8,A=2
  R1470: concat(29,30) = 2930 -> J=3,H=9,B=0,A=2
  R1471: concat(29,31) = 2931 -> J=3,H=9,B=1,A=2
  R1472: concat(29,34) = 2934 -> J=3,H=9,B=4,A=2
  R1473: concat(29,35) = 2935 -> J=3,H=9,B=5,A=2
  R1474: concat(29,36) = 2936 -> J=3,H=9,B=6,A=2
  R1475: concat(29,37) = 2937 -> J=3,H=9,B=7,A=2
  R1476: concat(29,38) = 2938 -> J=3,H=9,B=8,A=2
  R1477: concat(29,40) = 2940 -> J=4,H=9,B=0,A=2
  R1478: concat(29,41) = 2941 -> J=4,H=9,B=1,A=2
  R1479: concat(29,43) = 2943 -> J=4,H=9,B=3,A=2
  R1480: concat(29,45) = 2945 -> J=4,H=9,B=5,A=2
  R1481: concat(29,46) = 2946 -> J=4,H=9,B=6,A=2
  R1482: concat(29,47) = 2947 -> J=4,H=9,B=7,A=2
  R1483: concat(29,48) = 2948 -> J=4,H=9,B=8,A=2
  R1484: concat(29,50) = 2950 -> J=5,H=9,B=0,A=2
  R1485: concat(29,51) = 2951 -> J=5,H=9,B=1,A=2
  R1486: concat(29,53) = 2953 -> J=5,H=9,B=3,A=2
  R1487: concat(29,54) = 2954 -> J=5,H=9,B=4,A=2
  R1488: concat(29,56) = 2956 -> J=5,H=9,B=6,A=2
  R1489: concat(29,57) = 2957 -> J=5,H=9,B=7,A=2
  R1490: concat(29,58) = 2958 -> J=5,H=9,B=8,A=2
  R1491: concat(29,60) = 2960 -> J=6,H=9,B=0,A=2
  R1492: concat(29,61) = 2961 -> J=6,H=9,B=1,A=2
  R1493: concat(29,63) = 2963 -> J=6,H=9,B=3,A=2
  R1494: concat(29,64) = 2964 -> J=6,H=9,B=4,A=2
  R1495: concat(29,65) = 2965 -> J=6,H=9,B=5,A=2
  R1496: concat(29,67) = 2967 -> J=6,H=9,B=7,A=2
  R1497: concat(29,68) = 2968 -> J=6,H=9,B=8,A=2
  R1498: concat(29,70) = 2970 -> J=7,H=9,B=0,A=2
  R1499: concat(29,71) = 2971 -> J=7,H=9,B=1,A=2
  R1500: concat(29,73) = 2973 -> J=7,H=9,B=3,A=2
  R1501: concat(29,74) = 2974 -> J=7,H=9,B=4,A=2
  R1502: concat(29,75) = 2975 -> J=7,H=9,B=5,A=2
  R1503: concat(29,76) = 2976 -> J=7,H=9,B=6,A=2
  R1504: concat(29,78) = 2978 -> J=7,H=9,B=8,A=2
  R1505: concat(29,80) = 2980 -> J=8,H=9,B=0,A=2
  R1506: concat(29,81) = 2981 -> J=8,H=9,B=1,A=2
  R1507: concat(29,83) = 2983 -> J=8,H=9,B=3,A=2
  R1508: concat(29,84) = 2984 -> J=8,H=9,B=4,A=2
  R1509: concat(29,85) = 2985 -> J=8,H=9,B=5,A=2
  R1510: concat(29,86) = 2986 -> J=8,H=9,B=6,A=2
  R1511: concat(29,87) = 2987 -> J=8,H=9,B=7,A=2
  R1512: concat(30,12) = 3012 -> J=1,H=0,B=2,A=3
  R1513: concat(30,14) = 3014 -> J=1,H=0,B=4,A=3
  R1514: concat(30,15) = 3015 -> J=1,H=0,B=5,A=3
  R1515: concat(30,16) = 3016 -> J=1,H=0,B=6,A=3
  R1516: concat(30,17) = 3017 -> J=1,H=0,B=7,A=3
  R1517: concat(30,18) = 3018 -> J=1,H=0,B=8,A=3
  R1518: concat(30,19) = 3019 -> J=1,H=0,B=9,A=3
  R1519: concat(30,21) = 3021 -> J=2,H=0,B=1,A=3
  R1520: concat(30,24) = 3024 -> J=2,H=0,B=4,A=3
  R1521: concat(30,25) = 3025 -> J=2,H=0,B=5,A=3
  R1522: concat(30,26) = 3026 -> J=2,H=0,B=6,A=3
  R1523: concat(30,27) = 3027 -> J=2,H=0,B=7,A=3
  R1524: concat(30,28) = 3028 -> J=2,H=0,B=8,A=3
  R1525: concat(30,29) = 3029 -> J=2,H=0,B=9,A=3
  R1526: concat(30,41) = 3041 -> J=4,H=0,B=1,A=3
  R1527: concat(30,42) = 3042 -> J=4,H=0,B=2,A=3
  R1528: concat(30,45) = 3045 -> J=4,H=0,B=5,A=3
  R1529: concat(30,46) = 3046 -> J=4,H=0,B=6,A=3
  R1530: concat(30,47) = 3047 -> J=4,H=0,B=7,A=3
  R1531: concat(30,48) = 3048 -> J=4,H=0,B=8,A=3
  R1532: concat(30,49) = 3049 -> J=4,H=0,B=9,A=3
  R1533: concat(30,51) = 3051 -> J=5,H=0,B=1,A=3
  R1534: concat(30,52) = 3052 -> J=5,H=0,B=2,A=3
  R1535: concat(30,54) = 3054 -> J=5,H=0,B=4,A=3
  R1536: concat(30,56) = 3056 -> J=5,H=0,B=6,A=3
  R1537: concat(30,57) = 3057 -> J=5,H=0,B=7,A=3
  R1538: concat(30,58) = 3058 -> J=5,H=0,B=8,A=3
  R1539: concat(30,59) = 3059 -> J=5,H=0,B=9,A=3
  R1540: concat(30,61) = 3061 -> J=6,H=0,B=1,A=3
  R1541: concat(30,62) = 3062 -> J=6,H=0,B=2,A=3
  R1542: concat(30,64) = 3064 -> J=6,H=0,B=4,A=3
  R1543: concat(30,65) = 3065 -> J=6,H=0,B=5,A=3
  R1544: concat(30,67) = 3067 -> J=6,H=0,B=7,A=3
  R1545: concat(30,68) = 3068 -> J=6,H=0,B=8,A=3
  R1546: concat(30,69) = 3069 -> J=6,H=0,B=9,A=3
  R1547: concat(30,71) = 3071 -> J=7,H=0,B=1,A=3
  R1548: concat(30,72) = 3072 -> J=7,H=0,B=2,A=3
  R1549: concat(30,74) = 3074 -> J=7,H=0,B=4,A=3
  R1550: concat(30,75) = 3075 -> J=7,H=0,B=5,A=3
  R1551: concat(30,76) = 3076 -> J=7,H=0,B=6,A=3
  R1552: concat(30,78) = 3078 -> J=7,H=0,B=8,A=3
  R1553: concat(30,79) = 3079 -> J=7,H=0,B=9,A=3
  R1554: concat(30,81) = 3081 -> J=8,H=0,B=1,A=3
  R1555: concat(30,82) = 3082 -> J=8,H=0,B=2,A=3
  R1556: concat(30,84) = 3084 -> J=8,H=0,B=4,A=3
  R1557: concat(30,85) = 3085 -> J=8,H=0,B=5,A=3
  R1558: concat(30,86) = 3086 -> J=8,H=0,B=6,A=3
  R1559: concat(30,87) = 3087 -> J=8,H=0,B=7,A=3
  R1560: concat(30,89) = 3089 -> J=8,H=0,B=9,A=3
  R1561: concat(30,91) = 3091 -> J=9,H=0,B=1,A=3
  R1562: concat(30,92) = 3092 -> J=9,H=0,B=2,A=3
  R1563: concat(30,94) = 3094 -> J=9,H=0,B=4,A=3
  R1564: concat(30,95) = 3095 -> J=9,H=0,B=5,A=3
  R1565: concat(30,96) = 3096 -> J=9,H=0,B=6,A=3
  R1566: concat(30,97) = 3097 -> J=9,H=0,B=7,A=3
  R1567: concat(30,98) = 3098 -> J=9,H=0,B=8,A=3
  R1568: concat(31,02) = 3102 -> J=0,H=1,B=2,A=3
  R1569: concat(31,04) = 3104 -> J=0,H=1,B=4,A=3
  R1570: concat(31,05) = 3105 -> J=0,H=1,B=5,A=3
  R1571: concat(31,06) = 3106 -> J=0,H=1,B=6,A=3
  R1572: concat(31,07) = 3107 -> J=0,H=1,B=7,A=3
  R1573: concat(31,08) = 3108 -> J=0,H=1,B=8,A=3
  R1574: concat(31,09) = 3109 -> J=0,H=1,B=9,A=3
  R1575: concat(31,20) = 3120 -> J=2,H=1,B=0,A=3
  R1576: concat(31,24) = 3124 -> J=2,H=1,B=4,A=3
  R1577: concat(31,25) = 3125 -> J=2,H=1,B=5,A=3
  R1578: concat(31,26) = 3126 -> J=2,H=1,B=6,A=3
  R1579: concat(31,27) = 3127 -> J=2,H=1,B=7,A=3
  R1580: concat(31,28) = 3128 -> J=2,H=1,B=8,A=3
  R1581: concat(31,29) = 3129 -> J=2,H=1,B=9,A=3
  R1582: concat(31,40) = 3140 -> J=4,H=1,B=0,A=3
  R1583: concat(31,42) = 3142 -> J=4,H=1,B=2,A=3
  R1584: concat(31,45) = 3145 -> J=4,H=1,B=5,A=3
  R1585: concat(31,46) = 3146 -> J=4,H=1,B=6,A=3
  R1586: concat(31,47) = 3147 -> J=4,H=1,B=7,A=3
  R1587: concat(31,48) = 3148 -> J=4,H=1,B=8,A=3
  R1588: concat(31,49) = 3149 -> J=4,H=1,B=9,A=3
  R1589: concat(31,50) = 3150 -> J=5,H=1,B=0,A=3
  R1590: concat(31,52) = 3152 -> J=5,H=1,B=2,A=3
  R1591: concat(31,54) = 3154 -> J=5,H=1,B=4,A=3
  R1592: concat(31,56) = 3156 -> J=5,H=1,B=6,A=3
  R1593: concat(31,57) = 3157 -> J=5,H=1,B=7,A=3
  R1594: concat(31,58) = 3158 -> J=5,H=1,B=8,A=3
  R1595: concat(31,59) = 3159 -> J=5,H=1,B=9,A=3
  R1596: concat(31,60) = 3160 -> J=6,H=1,B=0,A=3
  R1597: concat(31,62) = 3162 -> J=6,H=1,B=2,A=3
  R1598: concat(31,64) = 3164 -> J=6,H=1,B=4,A=3
  R1599: concat(31,65) = 3165 -> J=6,H=1,B=5,A=3
  R1600: concat(31,67) = 3167 -> J=6,H=1,B=7,A=3
  R1601: concat(31,68) = 3168 -> J=6,H=1,B=8,A=3
  R1602: concat(31,69) = 3169 -> J=6,H=1,B=9,A=3
  R1603: concat(31,70) = 3170 -> J=7,H=1,B=0,A=3
  R1604: concat(31,72) = 3172 -> J=7,H=1,B=2,A=3
  R1605: concat(31,74) = 3174 -> J=7,H=1,B=4,A=3
  R1606: concat(31,75) = 3175 -> J=7,H=1,B=5,A=3
  R1607: concat(31,76) = 3176 -> J=7,H=1,B=6,A=3
  R1608: concat(31,78) = 3178 -> J=7,H=1,B=8,A=3
  R1609: concat(31,79) = 3179 -> J=7,H=1,B=9,A=3
  R1610: concat(31,80) = 3180 -> J=8,H=1,B=0,A=3
  R1611: concat(31,82) = 3182 -> J=8,H=1,B=2,A=3
  R1612: concat(31,84) = 3184 -> J=8,H=1,B=4,A=3
  R1613: concat(31,85) = 3185 -> J=8,H=1,B=5,A=3
  R1614: concat(31,86) = 3186 -> J=8,H=1,B=6,A=3
  R1615: concat(31,87) = 3187 -> J=8,H=1,B=7,A=3
  R1616: concat(31,89) = 3189 -> J=8,H=1,B=9,A=3
  R1617: concat(31,90) = 3190 -> J=9,H=1,B=0,A=3
  R1618: concat(31,92) = 3192 -> J=9,H=1,B=2,A=3
  R1619: concat(31,94) = 3194 -> J=9,H=1,B=4,A=3
  R1620: concat(31,95) = 3195 -> J=9,H=1,B=5,A=3
  R1621: concat(31,96) = 3196 -> J=9,H=1,B=6,A=3
  R1622: concat(31,97) = 3197 -> J=9,H=1,B=7,A=3
  R1623: concat(31,98) = 3198 -> J=9,H=1,B=8,A=3
  R1624: concat(32,01) = 3201 -> J=0,H=2,B=1,A=3
  R1625: concat(32,04) = 3204 -> J=0,H=2,B=4,A=3
  R1626: concat(32,05) = 3205 -> J=0,H=2,B=5,A=3
  R1627: concat(32,06) = 3206 -> J=0,H=2,B=6,A=3
  R1628: concat(32,07) = 3207 -> J=0,H=2,B=7,A=3
  R1629: concat(32,08) = 3208 -> J=0,H=2,B=8,A=3
  R1630: concat(32,09) = 3209 -> J=0,H=2,B=9,A=3
  R1631: concat(32,10) = 3210 -> J=1,H=2,B=0,A=3
  R1632: concat(32,14) = 3214 -> J=1,H=2,B=4,A=3
  R1633: concat(32,15) = 3215 -> J=1,H=2,B=5,A=3
  R1634: concat(32,16) = 3216 -> J=1,H=2,B=6,A=3
  R1635: concat(32,17) = 3217 -> J=1,H=2,B=7,A=3
  R1636: concat(32,18) = 3218 -> J=1,H=2,B=8,A=3
  R1637: concat(32,19) = 3219 -> J=1,H=2,B=9,A=3
  R1638: concat(32,40) = 3240 -> J=4,H=2,B=0,A=3
  R1639: concat(32,41) = 3241 -> J=4,H=2,B=1,A=3
  R1640: concat(32,45) = 3245 -> J=4,H=2,B=5,A=3
  R1641: concat(32,46) = 3246 -> J=4,H=2,B=6,A=3
  R1642: concat(32,47) = 3247 -> J=4,H=2,B=7,A=3
  R1643: concat(32,48) = 3248 -> J=4,H=2,B=8,A=3
  R1644: concat(32,49) = 3249 -> J=4,H=2,B=9,A=3
  R1645: concat(32,50) = 3250 -> J=5,H=2,B=0,A=3
  R1646: concat(32,51) = 3251 -> J=5,H=2,B=1,A=3
  R1647: concat(32,54) = 3254 -> J=5,H=2,B=4,A=3
  R1648: concat(32,56) = 3256 -> J=5,H=2,B=6,A=3
  R1649: concat(32,57) = 3257 -> J=5,H=2,B=7,A=3
  R1650: concat(32,58) = 3258 -> J=5,H=2,B=8,A=3
  R1651: concat(32,59) = 3259 -> J=5,H=2,B=9,A=3
  R1652: concat(32,60) = 3260 -> J=6,H=2,B=0,A=3
  R1653: concat(32,61) = 3261 -> J=6,H=2,B=1,A=3
  R1654: concat(32,64) = 3264 -> J=6,H=2,B=4,A=3
  R1655: concat(32,65) = 3265 -> J=6,H=2,B=5,A=3
  R1656: concat(32,67) = 3267 -> J=6,H=2,B=7,A=3
  R1657: concat(32,68) = 3268 -> J=6,H=2,B=8,A=3
  R1658: concat(32,69) = 3269 -> J=6,H=2,B=9,A=3
  R1659: concat(32,70) = 3270 -> J=7,H=2,B=0,A=3
  R1660: concat(32,71) = 3271 -> J=7,H=2,B=1,A=3
  R1661: concat(32,74) = 3274 -> J=7,H=2,B=4,A=3
  R1662: concat(32,75) = 3275 -> J=7,H=2,B=5,A=3
  R1663: concat(32,76) = 3276 -> J=7,H=2,B=6,A=3
  R1664: concat(32,78) = 3278 -> J=7,H=2,B=8,A=3
  R1665: concat(32,79) = 3279 -> J=7,H=2,B=9,A=3
  R1666: concat(32,80) = 3280 -> J=8,H=2,B=0,A=3
  R1667: concat(32,81) = 3281 -> J=8,H=2,B=1,A=3
  R1668: concat(32,84) = 3284 -> J=8,H=2,B=4,A=3
  R1669: concat(32,85) = 3285 -> J=8,H=2,B=5,A=3
  R1670: concat(32,86) = 3286 -> J=8,H=2,B=6,A=3
  R1671: concat(32,87) = 3287 -> J=8,H=2,B=7,A=3
  R1672: concat(32,89) = 3289 -> J=8,H=2,B=9,A=3
  R1673: concat(32,90) = 3290 -> J=9,H=2,B=0,A=3
  R1674: concat(32,91) = 3291 -> J=9,H=2,B=1,A=3
  R1675: concat(32,94) = 3294 -> J=9,H=2,B=4,A=3
  R1676: concat(32,95) = 3295 -> J=9,H=2,B=5,A=3
  R1677: concat(32,96) = 3296 -> J=9,H=2,B=6,A=3
  R1678: concat(32,97) = 3297 -> J=9,H=2,B=7,A=3
  R1679: concat(32,98) = 3298 -> J=9,H=2,B=8,A=3
  R1680: concat(34,01) = 3401 -> J=0,H=4,B=1,A=3
  R1681: concat(34,02) = 3402 -> J=0,H=4,B=2,A=3
  R1682: concat(34,05) = 3405 -> J=0,H=4,B=5,A=3
  R1683: concat(34,06) = 3406 -> J=0,H=4,B=6,A=3
  R1684: concat(34,07) = 3407 -> J=0,H=4,B=7,A=3
  R1685: concat(34,08) = 3408 -> J=0,H=4,B=8,A=3
  R1686: concat(34,09) = 3409 -> J=0,H=4,B=9,A=3
  R1687: concat(34,10) = 3410 -> J=1,H=4,B=0,A=3
  R1688: concat(34,12) = 3412 -> J=1,H=4,B=2,A=3
  R1689: concat(34,15) = 3415 -> J=1,H=4,B=5,A=3
  R1690: concat(34,16) = 3416 -> J=1,H=4,B=6,A=3
  R1691: concat(34,17) = 3417 -> J=1,H=4,B=7,A=3
  R1692: concat(34,18) = 3418 -> J=1,H=4,B=8,A=3
  R1693: concat(34,19) = 3419 -> J=1,H=4,B=9,A=3
  R1694: concat(34,20) = 3420 -> J=2,H=4,B=0,A=3
  R1695: concat(34,21) = 3421 -> J=2,H=4,B=1,A=3
  R1696: concat(34,25) = 3425 -> J=2,H=4,B=5,A=3
  R1697: concat(34,26) = 3426 -> J=2,H=4,B=6,A=3
  R1698: concat(34,27) = 3427 -> J=2,H=4,B=7,A=3
  R1699: concat(34,28) = 3428 -> J=2,H=4,B=8,A=3
  R1700: concat(34,29) = 3429 -> J=2,H=4,B=9,A=3
  R1701: concat(34,50) = 3450 -> J=5,H=4,B=0,A=3
  R1702: concat(34,51) = 3451 -> J=5,H=4,B=1,A=3
  R1703: concat(34,52) = 3452 -> J=5,H=4,B=2,A=3
  R1704: concat(34,56) = 3456 -> J=5,H=4,B=6,A=3
  R1705: concat(34,57) = 3457 -> J=5,H=4,B=7,A=3
  R1706: concat(34,58) = 3458 -> J=5,H=4,B=8,A=3
  R1707: concat(34,59) = 3459 -> J=5,H=4,B=9,A=3
  R1708: concat(34,60) = 3460 -> J=6,H=4,B=0,A=3
  R1709: concat(34,61) = 3461 -> J=6,H=4,B=1,A=3
  R1710: concat(34,62) = 3462 -> J=6,H=4,B=2,A=3
  R1711: concat(34,65) = 3465 -> J=6,H=4,B=5,A=3
  R1712: concat(34,67) = 3467 -> J=6,H=4,B=7,A=3
  R1713: concat(34,68) = 3468 -> J=6,H=4,B=8,A=3
  R1714: concat(34,69) = 3469 -> J=6,H=4,B=9,A=3
  R1715: concat(34,70) = 3470 -> J=7,H=4,B=0,A=3
  R1716: concat(34,71) = 3471 -> J=7,H=4,B=1,A=3
