We infer the transformation rule from the facts by bounded rule-based trial.
I will put my final answer inside \boxed{}.

remap (index 2 is the operator):
fact0 [?"+><] = [?"><]: AB + CD = ABCD  (r.len=4, sym=['A', 'B', 'C', 'D'], |sym|=4)
fact1 [[<-|'] = [-[']: ED - FG = -EG  (r.len=2 neg, sym=['D', 'E', 'F', 'G'], |sym|=4)
fact2 [#"*\\] = [#"\\]: HB * JJ = HBJJ  (r.len=4, sym=['B', 'H', 'J'], |sym|=3)
  R1979: concat(39,27) = 3927 -> B=9,D=7,C=2,A=3
  R1980: concat(39,28) = 3928 -> B=9,D=8,C=2,A=3
  R1981: concat(39,40) = 3940 -> B=9,D=0,C=4,A=3
  R1982: concat(39,41) = 3941 -> B=9,D=1,C=4,A=3
  R1983: concat(39,42) = 3942 -> B=9,D=2,C=4,A=3
  R1984: concat(39,45) = 3945 -> B=9,D=5,C=4,A=3
  R1985: concat(39,46) = 3946 -> B=9,D=6,C=4,A=3
  R1986: concat(39,47) = 3947 -> B=9,D=7,C=4,A=3
  R1987: concat(39,48) = 3948 -> B=9,D=8,C=4,A=3
  R1988: concat(39,50) = 3950 -> B=9,D=0,C=5,A=3
  R1989: concat(39,51) = 3951 -> B=9,D=1,C=5,A=3
  R1990: concat(39,52) = 3952 -> B=9,D=2,C=5,A=3
  R1991: concat(39,54) = 3954 -> B=9,D=4,C=5,A=3
  R1992: concat(39,56) = 3956 -> B=9,D=6,C=5,A=3
  R1993: concat(39,57) = 3957 -> B=9,D=7,C=5,A=3
  R1994: concat(39,58) = 3958 -> B=9,D=8,C=5,A=3
  R1995: concat(39,60) = 3960 -> B=9,D=0,C=6,A=3
  R1996: concat(39,61) = 3961 -> B=9,D=1,C=6,A=3
  R1997: concat(39,62) = 3962 -> B=9,D=2,C=6,A=3
  R1998: concat(39,64) = 3964 -> B=9,D=4,C=6,A=3
  R1999: concat(39,65) = 3965 -> B=9,D=5,C=6,A=3
  R2000: concat(39,67) = 3967 -> B=9,D=7,C=6,A=3
  R2001: concat(39,68) = 3968 -> B=9,D=8,C=6,A=3
  R2002: concat(39,70) = 3970 -> B=9,D=0,C=7,A=3
  R2003: concat(39,71) = 3971 -> B=9,D=1,C=7,A=3
  R2004: concat(39,72) = 3972 -> B=9,D=2,C=7,A=3
  R2005: concat(39,74) = 3974 -> B=9,D=4,C=7,A=3
  R2006: concat(39,75) = 3975 -> B=9,D=5,C=7,A=3
  R2007: concat(39,76) = 3976 -> B=9,D=6,C=7,A=3
  R2008: concat(39,78) = 3978 -> B=9,D=8,C=7,A=3
  R2009: concat(39,80) = 3980 -> B=9,D=0,C=8,A=3
  R2010: concat(39,81) = 3981 -> B=9,D=1,C=8,A=3
  R2011: concat(39,82) = 3982 -> B=9,D=2,C=8,A=3
  R2012: concat(39,84) = 3984 -> B=9,D=4,C=8,A=3
  R2013: concat(39,85) = 3985 -> B=9,D=5,C=8,A=3
  R2014: concat(39,86) = 3986 -> B=9,D=6,C=8,A=3
  R2015: concat(39,87) = 3987 -> B=9,D=7,C=8,A=3
  R2016: concat(40,12) = 4012 -> B=0,D=2,C=1,A=4
  R2017: concat(40,13) = 4013 -> B=0,D=3,C=1,A=4
  R2018: concat(40,15) = 4015 -> B=0,D=5,C=1,A=4
  R2019: concat(40,16) = 4016 -> B=0,D=6,C=1,A=4
  R2020: concat(40,17) = 4017 -> B=0,D=7,C=1,A=4
  R2021: concat(40,18) = 4018 -> B=0,D=8,C=1,A=4
  R2022: concat(40,19) = 4019 -> B=0,D=9,C=1,A=4
  R2023: concat(40,21) = 4021 -> B=0,D=1,C=2,A=4
  R2024: concat(40,23) = 4023 -> B=0,D=3,C=2,A=4
  R2025: concat(40,25) = 4025 -> B=0,D=5,C=2,A=4
  R2026: concat(40,26) = 4026 -> B=0,D=6,C=2,A=4
  R2027: concat(40,27) = 4027 -> B=0,D=7,C=2,A=4
  R2028: concat(40,28) = 4028 -> B=0,D=8,C=2,A=4
  R2029: concat(40,29) = 4029 -> B=0,D=9,C=2,A=4
  R2030: concat(40,31) = 4031 -> B=0,D=1,C=3,A=4
  R2031: concat(40,32) = 4032 -> B=0,D=2,C=3,A=4
  R2032: concat(40,35) = 4035 -> B=0,D=5,C=3,A=4
  R2033: concat(40,36) = 4036 -> B=0,D=6,C=3,A=4
  R2034: concat(40,37) = 4037 -> B=0,D=7,C=3,A=4
  R2035: concat(40,38) = 4038 -> B=0,D=8,C=3,A=4
  R2036: concat(40,39) = 4039 -> B=0,D=9,C=3,A=4
  R2037: concat(40,51) = 4051 -> B=0,D=1,C=5,A=4
  R2038: concat(40,52) = 4052 -> B=0,D=2,C=5,A=4
  R2039: concat(40,53) = 4053 -> B=0,D=3,C=5,A=4
  R2040: concat(40,56) = 4056 -> B=0,D=6,C=5,A=4
  R2041: concat(40,57) = 4057 -> B=0,D=7,C=5,A=4
  R2042: concat(40,58) = 4058 -> B=0,D=8,C=5,A=4
  R2043: concat(40,59) = 4059 -> B=0,D=9,C=5,A=4
  R2044: concat(40,61) = 4061 -> B=0,D=1,C=6,A=4
  R2045: concat(40,62) = 4062 -> B=0,D=2,C=6,A=4
  R2046: concat(40,63) = 4063 -> B=0,D=3,C=6,A=4
  R2047: concat(40,65) = 4065 -> B=0,D=5,C=6,A=4
  R2048: concat(40,67) = 4067 -> B=0,D=7,C=6,A=4
  R2049: concat(40,68) = 4068 -> B=0,D=8,C=6,A=4
  R2050: concat(40,69) = 4069 -> B=0,D=9,C=6,A=4
  R2051: concat(40,71) = 4071 -> B=0,D=1,C=7,A=4
  R2052: concat(40,72) = 4072 -> B=0,D=2,C=7,A=4
  R2053: concat(40,73) = 4073 -> B=0,D=3,C=7,A=4
  R2054: concat(40,75) = 4075 -> B=0,D=5,C=7,A=4
  R2055: concat(40,76) = 4076 -> B=0,D=6,C=7,A=4
  R2056: concat(40,78) = 4078 -> B=0,D=8,C=7,A=4
  R2057: concat(40,79) = 4079 -> B=0,D=9,C=7,A=4
  R2058: concat(40,81) = 4081 -> B=0,D=1,C=8,A=4
  R2059: concat(40,82) = 4082 -> B=0,D=2,C=8,A=4
  R2060: concat(40,83) = 4083 -> B=0,D=3,C=8,A=4
  R2061: concat(40,85) = 4085 -> B=0,D=5,C=8,A=4
  R2062: concat(40,86) = 4086 -> B=0,D=6,C=8,A=4
  R2063: concat(40,87) = 4087 -> B=0,D=7,C=8,A=4
  R2064: concat(40,89) = 4089 -> B=0,D=9,C=8,A=4
  R2065: concat(40,91) = 4091 -> B=0,D=1,C=9,A=4
  R2066: concat(40,92) = 4092 -> B=0,D=2,C=9,A=4
  R2067: concat(40,93) = 4093 -> B=0,D=3,C=9,A=4
  R2068: concat(40,95) = 4095 -> B=0,D=5,C=9,A=4
  R2069: concat(40,96) = 4096 -> B=0,D=6,C=9,A=4
  R2070: concat(40,97) = 4097 -> B=0,D=7,C=9,A=4
  R2071: concat(40,98) = 4098 -> B=0,D=8,C=9,A=4
  R2072: concat(41,02) = 4102 -> B=1,D=2,C=0,A=4
  R2073: concat(41,03) = 4103 -> B=1,D=3,C=0,A=4
  R2074: concat(41,05) = 4105 -> B=1,D=5,C=0,A=4
  R2075: concat(41,06) = 4106 -> B=1,D=6,C=0,A=4
  R2076: concat(41,07) = 4107 -> B=1,D=7,C=0,A=4
  R2077: concat(41,08) = 4108 -> B=1,D=8,C=0,A=4
  R2078: concat(41,09) = 4109 -> B=1,D=9,C=0,A=4
  R2079: concat(41,20) = 4120 -> B=1,D=0,C=2,A=4
  R2080: concat(41,23) = 4123 -> B=1,D=3,C=2,A=4
  R2081: concat(41,25) = 4125 -> B=1,D=5,C=2,A=4
  R2082: concat(41,26) = 4126 -> B=1,D=6,C=2,A=4
  R2083: concat(41,27) = 4127 -> B=1,D=7,C=2,A=4
  R2084: concat(41,28) = 4128 -> B=1,D=8,C=2,A=4
  R2085: concat(41,29) = 4129 -> B=1,D=9,C=2,A=4
  R2086: concat(41,30) = 4130 -> B=1,D=0,C=3,A=4
  R2087: concat(41,32) = 4132 -> B=1,D=2,C=3,A=4
  R2088: concat(41,35) = 4135 -> B=1,D=5,C=3,A=4
  R2089: concat(41,36) = 4136 -> B=1,D=6,C=3,A=4
  R2090: concat(41,37) = 4137 -> B=1,D=7,C=3,A=4
  R2091: concat(41,38) = 4138 -> B=1,D=8,C=3,A=4
  R2092: concat(41,39) = 4139 -> B=1,D=9,C=3,A=4
  R2093: concat(41,50) = 4150 -> B=1,D=0,C=5,A=4
  R2094: concat(41,52) = 4152 -> B=1,D=2,C=5,A=4
  R2095: concat(41,53) = 4153 -> B=1,D=3,C=5,A=4
  R2096: concat(41,56) = 4156 -> B=1,D=6,C=5,A=4
  R2097: concat(41,57) = 4157 -> B=1,D=7,C=5,A=4
  R2098: concat(41,58) = 4158 -> B=1,D=8,C=5,A=4
  R2099: concat(41,59) = 4159 -> B=1,D=9,C=5,A=4
  R2100: concat(41,60) = 4160 -> B=1,D=0,C=6,A=4
  R2101: concat(41,62) = 4162 -> B=1,D=2,C=6,A=4
  R2102: concat(41,63) = 4163 -> B=1,D=3,C=6,A=4
  R2103: concat(41,65) = 4165 -> B=1,D=5,C=6,A=4
  R2104: concat(41,67) = 4167 -> B=1,D=7,C=6,A=4
  R2105: concat(41,68) = 4168 -> B=1,D=8,C=6,A=4
  R2106: concat(41,69) = 4169 -> B=1,D=9,C=6,A=4
  R2107: concat(41,70) = 4170 -> B=1,D=0,C=7,A=4
  R2108: concat(41,72) = 4172 -> B=1,D=2,C=7,A=4
  R2109: concat(41,73) = 4173 -> B=1,D=3,C=7,A=4
  R2110: concat(41,75) = 4175 -> B=1,D=5,C=7,A=4
  R2111: concat(41,76) = 4176 -> B=1,D=6,C=7,A=4
  R2112: concat(41,78) = 4178 -> B=1,D=8,C=7,A=4
  R2113: concat(41,79) = 4179 -> B=1,D=9,C=7,A=4
  R2114: concat(41,80) = 4180 -> B=1,D=0,C=8,A=4
  R2115: concat(41,82) = 4182 -> B=1,D=2,C=8,A=4
  R2116: concat(41,83) = 4183 -> B=1,D=3,C=8,A=4
  R2117: concat(41,85) = 4185 -> B=1,D=5,C=8,A=4
  R2118: concat(41,86) = 4186 -> B=1,D=6,C=8,A=4
  R2119: concat(41,87) = 4187 -> B=1,D=7,C=8,A=4
  R2120: concat(41,89) = 4189 -> B=1,D=9,C=8,A=4
  R2121: concat(41,90) = 4190 -> B=1,D=0,C=9,A=4
  R2122: concat(41,92) = 4192 -> B=1,D=2,C=9,A=4
  R2123: concat(41,93) = 4193 -> B=1,D=3,C=9,A=4
  R2124: concat(41,95) = 4195 -> B=1,D=5,C=9,A=4
  R2125: concat(41,96) = 4196 -> B=1,D=6,C=9,A=4
  R2126: concat(41,97) = 4197 -> B=1,D=7,C=9,A=4
  R2127: concat(41,98) = 4198 -> B=1,D=8,C=9,A=4
  R2128: concat(42,01) = 4201 -> B=2,D=1,C=0,A=4
  R2129: concat(42,03) = 4203 -> B=2,D=3,C=0,A=4
  R2130: concat(42,05) = 4205 -> B=2,D=5,C=0,A=4
  R2131: concat(42,06) = 4206 -> B=2,D=6,C=0,A=4
  R2132: concat(42,07) = 4207 -> B=2,D=7,C=0,A=4
  R2133: concat(42,08) = 4208 -> B=2,D=8,C=0,A=4
  R2134: concat(42,09) = 4209 -> B=2,D=9,C=0,A=4
  R2135: concat(42,10) = 4210 -> B=2,D=0,C=1,A=4
  R2136: concat(42,13) = 4213 -> B=2,D=3,C=1,A=4
  R2137: concat(42,15) = 4215 -> B=2,D=5,C=1,A=4
  R2138: concat(42,16) = 4216 -> B=2,D=6,C=1,A=4
  R2139: concat(42,17) = 4217 -> B=2,D=7,C=1,A=4
  R2140: concat(42,18) = 4218 -> B=2,D=8,C=1,A=4
  R2141: concat(42,19) = 4219 -> B=2,D=9,C=1,A=4
  R2142: concat(42,30) = 4230 -> B=2,D=0,C=3,A=4
  R2143: concat(42,31) = 4231 -> B=2,D=1,C=3,A=4
  R2144: concat(42,35) = 4235 -> B=2,D=5,C=3,A=4
  R2145: concat(42,36) = 4236 -> B=2,D=6,C=3,A=4
  R2146: concat(42,37) = 4237 -> B=2,D=7,C=3,A=4
  R2147: concat(42,38) = 4238 -> B=2,D=8,C=3,A=4
  R2148: concat(42,39) = 4239 -> B=2,D=9,C=3,A=4
  R2149: concat(42,50) = 4250 -> B=2,D=0,C=5,A=4
  R2150: concat(42,51) = 4251 -> B=2,D=1,C=5,A=4
  R2151: concat(42,53) = 4253 -> B=2,D=3,C=5,A=4
  R2152: concat(42,56) = 4256 -> B=2,D=6,C=5,A=4
  R2153: concat(42,57) = 4257 -> B=2,D=7,C=5,A=4
  R2154: concat(42,58) = 4258 -> B=2,D=8,C=5,A=4
  R2155: concat(42,59) = 4259 -> B=2,D=9,C=5,A=4
  R2156: concat(42,60) = 4260 -> B=2,D=0,C=6,A=4
  R2157: concat(42,61) = 4261 -> B=2,D=1,C=6,A=4
  R2158: concat(42,63) = 4263 -> B=2,D=3,C=6,A=4
  R2159: concat(42,65) = 4265 -> B=2,D=5,C=6,A=4
  R2160: concat(42,67) = 4267 -> B=2,D=7,C=6,A=4
  R2161: concat(42,68) = 4268 -> B=2,D=8,C=6,A=4
  R2162: concat(42,69) = 4269 -> B=2,D=9,C=6,A=4
  R2163: concat(42,70) = 4270 -> B=2,D=0,C=7,A=4
  R2164: concat(42,71) = 4271 -> B=2,D=1,C=7,A=4
  R2165: concat(42,73) = 4273 -> B=2,D=3,C=7,A=4
  R2166: concat(42,75) = 4275 -> B=2,D=5,C=7,A=4
  R2167: concat(42,76) = 4276 -> B=2,D=6,C=7,A=4
  R2168: concat(42,78) = 4278 -> B=2,D=8,C=7,A=4
  R2169: concat(42,79) = 4279 -> B=2,D=9,C=7,A=4
  R2170: concat(42,80) = 4280 -> B=2,D=0,C=8,A=4
  R2171: concat(42,81) = 4281 -> B=2,D=1,C=8,A=4
  R2172: concat(42,83) = 4283 -> B=2,D=3,C=8,A=4
  R2173: concat(42,85) = 4285 -> B=2,D=5,C=8,A=4
  R2174: concat(42,86) = 4286 -> B=2,D=6,C=8,A=4
  R2175: concat(42,87) = 4287 -> B=2,D=7,C=8,A=4
  R2176: concat(42,89) = 4289 -> B=2,D=9,C=8,A=4
  R2177: concat(42,90) = 4290 -> B=2,D=0,C=9,A=4
  R2178: concat(42,91) = 4291 -> B=2,D=1,C=9,A=4
  R2179: concat(42,93) = 4293 -> B=2,D=3,C=9,A=4
  R2180: concat(42,95) = 4295 -> B=2,D=5,C=9,A=4
  R2181: concat(42,96) = 4296 -> B=2,D=6,C=9,A=4
  R2182: concat(42,97) = 4297 -> B=2,D=7,C=9,A=4
  R2183: concat(42,98) = 4298 -> B=2,D=8,C=9,A=4
  R2184: concat(43,01) = 4301 -> B=3,D=1,C=0,A=4
  R2185: concat(43,02) = 4302 -> B=3,D=2,C=0,A=4
  R2186: concat(43,05) = 4305 -> B=3,D=5,C=0,A=4
  R2187: concat(43,06) = 4306 -> B=3,D=6,C=0,A=4
  R2188: concat(43,07) = 4307 -> B=3,D=7,C=0,A=4
  R2189: concat(43,08) = 4308 -> B=3,D=8,C=0,A=4
  R2190: concat(43,09) = 4309 -> B=3,D=9,C=0,A=4
  R2191: concat(43,10) = 4310 -> B=3,D=0,C=1,A=4
  R2192: concat(43,12) = 4312 -> B=3,D=2,C=1,A=4
  R2193: concat(43,15) = 4315 -> B=3,D=5,C=1,A=4
  R2194: concat(43,16) = 4316 -> B=3,D=6,C=1,A=4
  R2195: concat(43,17) = 4317 -> B=3,D=7,C=1,A=4
  R2196: concat(43,18) = 4318 -> B=3,D=8,C=1,A=4
  R2197: concat(43,19) = 4319 -> B=3,D=9,C=1,A=4
  R2198: concat(43,20) = 4320 -> B=3,D=0,C=2,A=4
  R2199: concat(43,21) = 4321 -> B=3,D=1,C=2,A=4
  R2200: concat(43,25) = 4325 -> B=3,D=5,C=2,A=4
  R2201: concat(43,26) = 4326 -> B=3,D=6,C=2,A=4
  R2202: concat(43,27) = 4327 -> B=3,D=7,C=2,A=4
  R2203: concat(43,28) = 4328 -> B=3,D=8,C=2,A=4
  R2204: concat(43,29) = 4329 -> B=3,D=9,C=2,A=4
  R2205: concat(43,50) = 4350 -> B=3,D=0,C=5,A=4
  R2206: concat(43,51) = 4351 -> B=3,D=1,C=5,A=4
  R2207: concat(43,52) = 4352 -> B=3,D=2,C=5,A=4
  R2208: concat(43,56) = 4356 -> B=3,D=6,C=5,A=4
  R2209: concat(43,57) = 4357 -> B=3,D=7,C=5,A=4
  R2210: concat(43,58) = 4358 -> B=3,D=8,C=5,A=4
  R2211: concat(43,59) = 4359 -> B=3,D=9,C=5,A=4
  R2212: concat(43,60) = 4360 -> B=3,D=0,C=6,A=4
  R2213: concat(43,61) = 4361 -> B=3,D=1,C=6,A=4
  R2214: concat(43,62) = 4362 -> B=3,D=2,C=6,A=4
  R2215: concat(43,65) = 4365 -> B=3,D=5,C=6,A=4
  R2216: concat(43,67) = 4367 -> B=3,D=7,C=6,A=4
  R2217: concat(43,68) = 4368 -> B=3,D=8,C=6,A=4
  R2218: concat(43,69) = 4369 -> B=3,D=9,C=6,A=4
  R2219: concat(43,70) = 4370 -> B=3,D=0,C=7,A=4
  R2220: concat(43,71) = 4371 -> B=3,D=1,C=7,A=4
  R2221: concat(43,72) = 4372 -> B=3,D=2,C=7,A=4
  R2222: concat(43,75) = 4375 -> B=3,D=5,C=7,A=4
  R2223: concat(43,76) = 4376 -> B=3,D=6,C=7,A=4
  R2224: concat(43,78) = 4378 -> B=3,D=8,C=7,A=4
  R2225: concat(43,79) = 4379 -> B=3,D=9,C=7,A=4
  R2226: concat(43,80) = 4380 -> B=3,D=0,C=8,A=4
  R2227: concat(43,81) = 4381 -> B=3,D=1,C=8,A=4
  R2228: concat(43,82) = 4382 -> B=3,D=2,C=8,A=4
  R2229: concat(43,85) = 4385 -> B=3,D=5,C=8,A=4
  R2230: concat(43,86) = 4386 -> B=3,D=6,C=8,A=4
  R2231: concat(43,87) = 4387 -> B=3,D=7,C=8,A=4
  R2232: concat(43,89) = 4389 -> B=3,D=9,C=8,A=4
  R2233: concat(43,90) = 4390 -> B=3,D=0,C=9,A=4
  R2234: concat(43,91) = 4391 -> B=3,D=1,C=9,A=4
  R2235: concat(43,92) = 4392 -> B=3,D=2,C=9,A=4
  R2236: concat(43,95) = 4395 -> B=3,D=5,C=9,A=4
  R2237: concat(43,96) = 4396 -> B=3,D=6,C=9,A=4
  R2238: concat(43,97) = 4397 -> B=3,D=7,C=9,A=4
  R2239: concat(43,98) = 4398 -> B=3,D=8,C=9,A=4
  R2240: concat(45,01) = 4501 -> B=5,D=1,C=0,A=4
  R2241: concat(45,02) = 4502 -> B=5,D=2,C=0,A=4
  R2242: concat(45,03) = 4503 -> B=5,D=3,C=0,A=4
  R2243: concat(45,06) = 4506 -> B=5,D=6,C=0,A=4
  R2244: concat(45,07) = 4507 -> B=5,D=7,C=0,A=4
  R2245: concat(45,08) = 4508 -> B=5,D=8,C=0,A=4
  R2246: concat(45,09) = 4509 -> B=5,D=9,C=0,A=4
  R2247: concat(45,10) = 4510 -> B=5,D=0,C=1,A=4
  R2248: concat(45,12) = 4512 -> B=5,D=2,C=1,A=4
  R2249: concat(45,13) = 4513 -> B=5,D=3,C=1,A=4
  R2250: concat(45,16) = 4516 -> B=5,D=6,C=1,A=4
  R2251: concat(45,17) = 4517 -> B=5,D=7,C=1,A=4
  R2252: concat(45,18) = 4518 -> B=5,D=8,C=1,A=4
  R2253: concat(45,19) = 4519 -> B=5,D=9,C=1,A=4
  R2254: concat(45,20) = 4520 -> B=5,D=0,C=2,A=4
  R2255: concat(45,21) = 4521 -> B=5,D=1,C=2,A=4
  R2256: concat(45,23) = 4523 -> B=5,D=3,C=2,A=4
  R2257: concat(45,26) = 4526 -> B=5,D=6,C=2,A=4
  R2258: concat(45,27) = 4527 -> B=5,D=7,C=2,A=4
  R2259: concat(45,28) = 4528 -> B=5,D=8,C=2,A=4
  R2260: concat(45,29) = 4529 -> B=5,D=9,C=2,A=4
  R2261: concat(45,30) = 4530 -> B=5,D=0,C=3,A=4
  R2262: concat(45,31) = 4531 -> B=5,D=1,C=3,A=4
  R2263: concat(45,32) = 4532 -> B=5,D=2,C=3,A=4
  R2264: concat(45,36) = 4536 -> B=5,D=6,C=3,A=4
  R2265: concat(45,37) = 4537 -> B=5,D=7,C=3,A=4
  R2266: concat(45,38) = 4538 -> B=5,D=8,C=3,A=4
  R2267: concat(45,39) = 4539 -> B=5,D=9,C=3,A=4
  R2268: concat(45,60) = 4560 -> B=5,D=0,C=6,A=4
  R2269: concat(45,61) = 4561 -> B=5,D=1,C=6,A=4
  R2270: concat(45,62) = 4562 -> B=5,D=2,C=6,A=4
  R2271: concat(45,63) = 4563 -> B=5,D=3,C=6,A=4
  R2272: concat(45,67) = 4567 -> B=5,D=7,C=6,A=4
  R2273: concat(45,68) = 4568 -> B=5,D=8,C=6,A=4
  R2274: concat(45,69) = 4569 -> B=5,D=9,C=6,A=4
  R2275: concat(45,70) = 4570 -> B=5,D=0,C=7,A=4
  R2276: concat(45,71) = 4571 -> B=5,D=1,C=7,A=4
  R2277: concat(45,72) = 4572 -> B=5,D=2,C=7,A=4
  R2278: concat(45,73) = 4573 -> B=5,D=3,C=7,A=4
  R2279: concat(45,76) = 4576 -> B=5,D=6,C=7,A=4
  R2280: concat(45,78) = 4578 -> B=5,D=8,C=7,A=4
  R2281: concat(45,79) = 4579 -> B=5,D=9,C=7,A=4
  R2282: concat(45,80) = 4580 -> B=5,D=0,C=8,A=4
  R2283: concat(45,81) = 4581 -> B=5,D=1,C=8,A=4
  R2284: concat(45,82) = 4582 -> B=5,D=2,C=8,A=4
  R2285: concat(45,83) = 4583 -> B=5,D=3,C=8,A=4
  R2286: concat(45,86) = 4586 -> B=5,D=6,C=8,A=4
  R2287: concat(45,87) = 4587 -> B=5,D=7,C=8,A=4
  R2288: concat(45,89) = 4589 -> B=5,D=9,C=8,A=4
  R2289: concat(45,90) = 4590 -> B=5,D=0,C=9,A=4
  R2290: concat(45,91) = 4591 -> B=5,D=1,C=9,A=4
  R2291: concat(45,92) = 4592 -> B=5,D=2,C=9,A=4
  R2292: concat(45,93) = 4593 -> B=5,D=3,C=9,A=4
  R2293: concat(45,96) = 4596 -> B=5,D=6,C=9,A=4
  R2294: concat(45,97) = 4597 -> B=5,D=7,C=9,A=4
  R2295: concat(45,98) = 4598 -> B=5,D=8,C=9,A=4
  R2296: concat(46,01) = 4601 -> B=6,D=1,C=0,A=4
  R2297: concat(46,02) = 4602 -> B=6,D=2,C=0,A=4
  R2298: concat(46,03) = 4603 -> B=6,D=3,C=0,A=4
  R2299: concat(46,05) = 4605 -> B=6,D=5,C=0,A=4
  R2300: concat(46,07) = 4607 -> B=6,D=7,C=0,A=4
  R2301: concat(46,08) = 4608 -> B=6,D=8,C=0,A=4
  R2302: concat(46,09) = 4609 -> B=6,D=9,C=0,A=4
  R2303: concat(46,10) = 4610 -> B=6,D=0,C=1,A=4
  R2304: concat(46,12) = 4612 -> B=6,D=2,C=1,A=4
  R2305: concat(46,13) = 4613 -> B=6,D=3,C=1,A=4
  R2306: concat(46,15) = 4615 -> B=6,D=5,C=1,A=4
  R2307: concat(46,17) = 4617 -> B=6,D=7,C=1,A=4
  R2308: concat(46,18) = 4618 -> B=6,D=8,C=1,A=4
  R2309: concat(46,19) = 4619 -> B=6,D=9,C=1,A=4
  R2310: concat(46,20) = 4620 -> B=6,D=0,C=2,A=4
  R2311: concat(46,21) = 4621 -> B=6,D=1,C=2,A=4
  R2312: concat(46,23) = 4623 -> B=6,D=3,C=2,A=4
  R2313: concat(46,25) = 4625 -> B=6,D=5,C=2,A=4
  R2314: concat(46,27) = 4627 -> B=6,D=7,C=2,A=4
  R2315: concat(46,28) = 4628 -> B=6,D=8,C=2,A=4
  R2316: concat(46,29) = 4629 -> B=6,D=9,C=2,A=4
  R2317: concat(46,30) = 4630 -> B=6,D=0,C=3,A=4
  R2318: concat(46,31) = 4631 -> B=6,D=1,C=3,A=4
  R2319: concat(46,32) = 4632 -> B=6,D=2,C=3,A=4
  R2320: concat(46,35) = 4635 -> B=6,D=5,C=3,A=4
  R2321: concat(46,37) = 4637 -> B=6,D=7,C=3,A=4
  R2322: concat(46,38) = 4638 -> B=6,D=8,C=3,A=4
  R2323: concat(46,39) = 4639 -> B=6,D=9,C=3,A=4
  R2324: concat(46,50) = 4650 -> B=6,D=0,C=5,A=4
  R2325: concat(46,51) = 4651 -> B=6,D=1,C=5,A=4
  R2326: concat(46,52) = 4652 -> B=6,D=2,C=5,A=4
  R2327: concat(46,53) = 4653 -> B=6,D=3,C=5,A=4
  R2328: concat(46,57) = 4657 -> B=6,D=7,C=5,A=4
  R2329: concat(46,58) = 4658 -> B=6,D=8,C=5,A=4
  R2330: concat(46,59) = 4659 -> B=6,D=9,C=5,A=4
  R2331: concat(46,70) = 4670 -> B=6,D=0,C=7,A=4
  R2332: concat(46,71) = 4671 -> B=6,D=1,C=7,A=4
  R2333: concat(46,72) = 4672 -> B=6,D=2,C=7,A=4
  R2334: concat(46,73) = 4673 -> B=6,D=3,C=7,A=4
  R2335: concat(46,75) = 4675 -> B=6,D=5,C=7,A=4
  R2336: concat(46,78) = 4678 -> B=6,D=8,C=7,A=4
  R2337: concat(46,79) = 4679 -> B=6,D=9,C=7,A=4
  R2338: concat(46,80) = 4680 -> B=6,D=0,C=8,A=4
  R2339: concat(46,81) = 4681 -> B=6,D=1,C=8,A=4
  R2340: concat(46,82) = 4682 -> B=6,D=2,C=8,A=4
  R2341: concat(46,83) = 4683 -> B=6,D=3,C=8,A=4
  R2342: concat(46,85) = 4685 -> B=6,D=5,C=8,A=4
  R2343: concat(46,87) = 4687 -> B=6,D=7,C=8,A=4
  R2344: concat(46,89) = 4689 -> B=6,D=9,C=8,A=4
  R2345: concat(46,90) = 4690 -> B=6,D=0,C=9,A=4
  R2346: concat(46,91) = 4691 -> B=6,D=1,C=9,A=4
  R2347: concat(46,92) = 4692 -> B=6,D=2,C=9,A=4
  R2348: concat(46,93) = 4693 -> B=6,D=3,C=9,A=4
  R2349: concat(46,95) = 4695 -> B=6,D=5,C=9,A=4
  R2350: concat(46,97) = 4697 -> B=6,D=7,C=9,A=4
  R2351: concat(46,98) = 4698 -> B=6,D=8,C=9,A=4
  R2352: concat(47,01) = 4701 -> B=7,D=1,C=0,A=4
  R2353: concat(47,02) = 4702 -> B=7,D=2,C=0,A=4
  R2354: concat(47,03) = 4703 -> B=7,D=3,C=0,A=4
  R2355: concat(47,05) = 4705 -> B=7,D=5,C=0,A=4
  R2356: concat(47,06) = 4706 -> B=7,D=6,C=0,A=4
  R2357: concat(47,08) = 4708 -> B=7,D=8,C=0,A=4
  R2358: concat(47,09) = 4709 -> B=7,D=9,C=0,A=4
  R2359: concat(47,10) = 4710 -> B=7,D=0,C=1,A=4
  R2360: concat(47,12) = 4712 -> B=7,D=2,C=1,A=4
  R2361: concat(47,13) = 4713 -> B=7,D=3,C=1,A=4
  R2362: concat(47,15) = 4715 -> B=7,D=5,C=1,A=4
  R2363: concat(47,16) = 4716 -> B=7,D=6,C=1,A=4
  R2364: concat(47,18) = 4718 -> B=7,D=8,C=1,A=4
  R2365: concat(47,19) = 4719 -> B=7,D=9,C=1,A=4
  R2366: concat(47,20) = 4720 -> B=7,D=0,C=2,A=4
  R2367: concat(47,21) = 4721 -> B=7,D=1,C=2,A=4
  R2368: concat(47,23) = 4723 -> B=7,D=3,C=2,A=4
  R2369: concat(47,25) = 4725 -> B=7,D=5,C=2,A=4
  R2370: concat(47,26) = 4726 -> B=7,D=6,C=2,A=4
  R2371: concat(47,28) = 4728 -> B=7,D=8,C=2,A=4
