We infer the transformation rule from the facts by bounded rule-based trial.
I will put my final answer inside \boxed{}.

remap (index 2 is the operator):
fact0 []}*\(] = [\(]}]: AB * CD = CDAB  (r.len=4, sym=['A', 'B', 'C', 'D'], |sym|=4)
fact1 [']+''] = [}&]: EA + EE = BF  (r.len=2, sym=['A', 'B', 'E', 'F'], |sym|=4)
fact2 [[\*]]] = []][\]: GC * AA = AAGC  (r.len=4, sym=['A', 'C', 'G'], |sym|=3)
  R1977: concat(25,39) = 2539 -> D=5,C=2,A=3,B=9
  R1978: concat(26,39) = 2639 -> D=6,C=2,A=3,B=9
  R1979: concat(27,39) = 2739 -> D=7,C=2,A=3,B=9
  R1980: concat(28,39) = 2839 -> D=8,C=2,A=3,B=9
  R1981: concat(40,39) = 4039 -> D=0,C=4,A=3,B=9
  R1982: concat(41,39) = 4139 -> D=1,C=4,A=3,B=9
  R1983: concat(42,39) = 4239 -> D=2,C=4,A=3,B=9
  R1984: concat(45,39) = 4539 -> D=5,C=4,A=3,B=9
  R1985: concat(46,39) = 4639 -> D=6,C=4,A=3,B=9
  R1986: concat(47,39) = 4739 -> D=7,C=4,A=3,B=9
  R1987: concat(48,39) = 4839 -> D=8,C=4,A=3,B=9
  R1988: concat(50,39) = 5039 -> D=0,C=5,A=3,B=9
  R1989: concat(51,39) = 5139 -> D=1,C=5,A=3,B=9
  R1990: concat(52,39) = 5239 -> D=2,C=5,A=3,B=9
  R1991: concat(54,39) = 5439 -> D=4,C=5,A=3,B=9
  R1992: concat(56,39) = 5639 -> D=6,C=5,A=3,B=9
  R1993: concat(57,39) = 5739 -> D=7,C=5,A=3,B=9
  R1994: concat(58,39) = 5839 -> D=8,C=5,A=3,B=9
  R1995: concat(60,39) = 6039 -> D=0,C=6,A=3,B=9
  R1996: concat(61,39) = 6139 -> D=1,C=6,A=3,B=9
  R1997: concat(62,39) = 6239 -> D=2,C=6,A=3,B=9
  R1998: concat(64,39) = 6439 -> D=4,C=6,A=3,B=9
  R1999: concat(65,39) = 6539 -> D=5,C=6,A=3,B=9
  R2000: concat(67,39) = 6739 -> D=7,C=6,A=3,B=9
  R2001: concat(68,39) = 6839 -> D=8,C=6,A=3,B=9
  R2002: concat(70,39) = 7039 -> D=0,C=7,A=3,B=9
  R2003: concat(71,39) = 7139 -> D=1,C=7,A=3,B=9
  R2004: concat(72,39) = 7239 -> D=2,C=7,A=3,B=9
  R2005: concat(74,39) = 7439 -> D=4,C=7,A=3,B=9
  R2006: concat(75,39) = 7539 -> D=5,C=7,A=3,B=9
  R2007: concat(76,39) = 7639 -> D=6,C=7,A=3,B=9
  R2008: concat(78,39) = 7839 -> D=8,C=7,A=3,B=9
  R2009: concat(80,39) = 8039 -> D=0,C=8,A=3,B=9
  R2010: concat(81,39) = 8139 -> D=1,C=8,A=3,B=9
  R2011: concat(82,39) = 8239 -> D=2,C=8,A=3,B=9
  R2012: concat(84,39) = 8439 -> D=4,C=8,A=3,B=9
  R2013: concat(85,39) = 8539 -> D=5,C=8,A=3,B=9
  R2014: concat(86,39) = 8639 -> D=6,C=8,A=3,B=9
  R2015: concat(87,39) = 8739 -> D=7,C=8,A=3,B=9
  R2016: concat(12,40) = 1240 -> D=2,C=1,A=4,B=0
  R2017: concat(13,40) = 1340 -> D=3,C=1,A=4,B=0
  R2018: concat(15,40) = 1540 -> D=5,C=1,A=4,B=0
  R2019: concat(16,40) = 1640 -> D=6,C=1,A=4,B=0
  R2020: concat(17,40) = 1740 -> D=7,C=1,A=4,B=0
  R2021: concat(18,40) = 1840 -> D=8,C=1,A=4,B=0
  R2022: concat(19,40) = 1940 -> D=9,C=1,A=4,B=0
  R2023: concat(21,40) = 2140 -> D=1,C=2,A=4,B=0
  R2024: concat(23,40) = 2340 -> D=3,C=2,A=4,B=0
  R2025: concat(25,40) = 2540 -> D=5,C=2,A=4,B=0
  R2026: concat(26,40) = 2640 -> D=6,C=2,A=4,B=0
  R2027: concat(27,40) = 2740 -> D=7,C=2,A=4,B=0
  R2028: concat(28,40) = 2840 -> D=8,C=2,A=4,B=0
  R2029: concat(29,40) = 2940 -> D=9,C=2,A=4,B=0
  R2030: concat(31,40) = 3140 -> D=1,C=3,A=4,B=0
  R2031: concat(32,40) = 3240 -> D=2,C=3,A=4,B=0
  R2032: concat(35,40) = 3540 -> D=5,C=3,A=4,B=0
  R2033: concat(36,40) = 3640 -> D=6,C=3,A=4,B=0
  R2034: concat(37,40) = 3740 -> D=7,C=3,A=4,B=0
  R2035: concat(38,40) = 3840 -> D=8,C=3,A=4,B=0
  R2036: concat(39,40) = 3940 -> D=9,C=3,A=4,B=0
  R2037: concat(51,40) = 5140 -> D=1,C=5,A=4,B=0
  R2038: concat(52,40) = 5240 -> D=2,C=5,A=4,B=0
  R2039: concat(53,40) = 5340 -> D=3,C=5,A=4,B=0
  R2040: concat(56,40) = 5640 -> D=6,C=5,A=4,B=0
  R2041: concat(57,40) = 5740 -> D=7,C=5,A=4,B=0
  R2042: concat(58,40) = 5840 -> D=8,C=5,A=4,B=0
  R2043: concat(59,40) = 5940 -> D=9,C=5,A=4,B=0
  R2044: concat(61,40) = 6140 -> D=1,C=6,A=4,B=0
  R2045: concat(62,40) = 6240 -> D=2,C=6,A=4,B=0
  R2046: concat(63,40) = 6340 -> D=3,C=6,A=4,B=0
  R2047: concat(65,40) = 6540 -> D=5,C=6,A=4,B=0
  R2048: concat(67,40) = 6740 -> D=7,C=6,A=4,B=0
  R2049: concat(68,40) = 6840 -> D=8,C=6,A=4,B=0
  R2050: concat(69,40) = 6940 -> D=9,C=6,A=4,B=0
  R2051: concat(71,40) = 7140 -> D=1,C=7,A=4,B=0
  R2052: concat(72,40) = 7240 -> D=2,C=7,A=4,B=0
  R2053: concat(73,40) = 7340 -> D=3,C=7,A=4,B=0
  R2054: concat(75,40) = 7540 -> D=5,C=7,A=4,B=0
  R2055: concat(76,40) = 7640 -> D=6,C=7,A=4,B=0
  R2056: concat(78,40) = 7840 -> D=8,C=7,A=4,B=0
  R2057: concat(79,40) = 7940 -> D=9,C=7,A=4,B=0
  R2058: concat(81,40) = 8140 -> D=1,C=8,A=4,B=0
  R2059: concat(82,40) = 8240 -> D=2,C=8,A=4,B=0
  R2060: concat(83,40) = 8340 -> D=3,C=8,A=4,B=0
  R2061: concat(85,40) = 8540 -> D=5,C=8,A=4,B=0
  R2062: concat(86,40) = 8640 -> D=6,C=8,A=4,B=0
  R2063: concat(87,40) = 8740 -> D=7,C=8,A=4,B=0
  R2064: concat(89,40) = 8940 -> D=9,C=8,A=4,B=0
  R2065: concat(91,40) = 9140 -> D=1,C=9,A=4,B=0
  R2066: concat(92,40) = 9240 -> D=2,C=9,A=4,B=0
  R2067: concat(93,40) = 9340 -> D=3,C=9,A=4,B=0
  R2068: concat(95,40) = 9540 -> D=5,C=9,A=4,B=0
  R2069: concat(96,40) = 9640 -> D=6,C=9,A=4,B=0
  R2070: concat(97,40) = 9740 -> D=7,C=9,A=4,B=0
  R2071: concat(98,40) = 9840 -> D=8,C=9,A=4,B=0
  R2072: concat(02,41) = 0241 -> D=2,C=0,A=4,B=1
  R2073: concat(03,41) = 0341 -> D=3,C=0,A=4,B=1
  R2074: concat(05,41) = 0541 -> D=5,C=0,A=4,B=1
  R2075: concat(06,41) = 0641 -> D=6,C=0,A=4,B=1
  R2076: concat(07,41) = 0741 -> D=7,C=0,A=4,B=1
  R2077: concat(08,41) = 0841 -> D=8,C=0,A=4,B=1
  R2078: concat(09,41) = 0941 -> D=9,C=0,A=4,B=1
  R2079: concat(20,41) = 2041 -> D=0,C=2,A=4,B=1
  R2080: concat(23,41) = 2341 -> D=3,C=2,A=4,B=1
  R2081: concat(25,41) = 2541 -> D=5,C=2,A=4,B=1
  R2082: concat(26,41) = 2641 -> D=6,C=2,A=4,B=1
  R2083: concat(27,41) = 2741 -> D=7,C=2,A=4,B=1
  R2084: concat(28,41) = 2841 -> D=8,C=2,A=4,B=1
  R2085: concat(29,41) = 2941 -> D=9,C=2,A=4,B=1
  R2086: concat(30,41) = 3041 -> D=0,C=3,A=4,B=1
  R2087: concat(32,41) = 3241 -> D=2,C=3,A=4,B=1
  R2088: concat(35,41) = 3541 -> D=5,C=3,A=4,B=1
  R2089: concat(36,41) = 3641 -> D=6,C=3,A=4,B=1
  R2090: concat(37,41) = 3741 -> D=7,C=3,A=4,B=1
  R2091: concat(38,41) = 3841 -> D=8,C=3,A=4,B=1
  R2092: concat(39,41) = 3941 -> D=9,C=3,A=4,B=1
  R2093: concat(50,41) = 5041 -> D=0,C=5,A=4,B=1
  R2094: concat(52,41) = 5241 -> D=2,C=5,A=4,B=1
  R2095: concat(53,41) = 5341 -> D=3,C=5,A=4,B=1
  R2096: concat(56,41) = 5641 -> D=6,C=5,A=4,B=1
  R2097: concat(57,41) = 5741 -> D=7,C=5,A=4,B=1
  R2098: concat(58,41) = 5841 -> D=8,C=5,A=4,B=1
  R2099: concat(59,41) = 5941 -> D=9,C=5,A=4,B=1
  R2100: concat(60,41) = 6041 -> D=0,C=6,A=4,B=1
  R2101: concat(62,41) = 6241 -> D=2,C=6,A=4,B=1
  R2102: concat(63,41) = 6341 -> D=3,C=6,A=4,B=1
  R2103: concat(65,41) = 6541 -> D=5,C=6,A=4,B=1
  R2104: concat(67,41) = 6741 -> D=7,C=6,A=4,B=1
  R2105: concat(68,41) = 6841 -> D=8,C=6,A=4,B=1
  R2106: concat(69,41) = 6941 -> D=9,C=6,A=4,B=1
  R2107: concat(70,41) = 7041 -> D=0,C=7,A=4,B=1
  R2108: concat(72,41) = 7241 -> D=2,C=7,A=4,B=1
  R2109: concat(73,41) = 7341 -> D=3,C=7,A=4,B=1
  R2110: concat(75,41) = 7541 -> D=5,C=7,A=4,B=1
  R2111: concat(76,41) = 7641 -> D=6,C=7,A=4,B=1
  R2112: concat(78,41) = 7841 -> D=8,C=7,A=4,B=1
  R2113: concat(79,41) = 7941 -> D=9,C=7,A=4,B=1
  R2114: concat(80,41) = 8041 -> D=0,C=8,A=4,B=1
  R2115: concat(82,41) = 8241 -> D=2,C=8,A=4,B=1
  R2116: concat(83,41) = 8341 -> D=3,C=8,A=4,B=1
  R2117: concat(85,41) = 8541 -> D=5,C=8,A=4,B=1
  R2118: concat(86,41) = 8641 -> D=6,C=8,A=4,B=1
  R2119: concat(87,41) = 8741 -> D=7,C=8,A=4,B=1
  R2120: concat(89,41) = 8941 -> D=9,C=8,A=4,B=1
  R2121: concat(90,41) = 9041 -> D=0,C=9,A=4,B=1
  R2122: concat(92,41) = 9241 -> D=2,C=9,A=4,B=1
  R2123: concat(93,41) = 9341 -> D=3,C=9,A=4,B=1
  R2124: concat(95,41) = 9541 -> D=5,C=9,A=4,B=1
  R2125: concat(96,41) = 9641 -> D=6,C=9,A=4,B=1
  R2126: concat(97,41) = 9741 -> D=7,C=9,A=4,B=1
  R2127: concat(98,41) = 9841 -> D=8,C=9,A=4,B=1
  R2128: concat(01,42) = 0142 -> D=1,C=0,A=4,B=2
  R2129: concat(03,42) = 0342 -> D=3,C=0,A=4,B=2
  R2130: concat(05,42) = 0542 -> D=5,C=0,A=4,B=2
  R2131: concat(06,42) = 0642 -> D=6,C=0,A=4,B=2
  R2132: concat(07,42) = 0742 -> D=7,C=0,A=4,B=2
  R2133: concat(08,42) = 0842 -> D=8,C=0,A=4,B=2
  R2134: concat(09,42) = 0942 -> D=9,C=0,A=4,B=2
  R2135: concat(10,42) = 1042 -> D=0,C=1,A=4,B=2
  R2136: concat(13,42) = 1342 -> D=3,C=1,A=4,B=2
  R2137: concat(15,42) = 1542 -> D=5,C=1,A=4,B=2
  R2138: concat(16,42) = 1642 -> D=6,C=1,A=4,B=2
  R2139: concat(17,42) = 1742 -> D=7,C=1,A=4,B=2
  R2140: concat(18,42) = 1842 -> D=8,C=1,A=4,B=2
  R2141: concat(19,42) = 1942 -> D=9,C=1,A=4,B=2
  R2142: concat(30,42) = 3042 -> D=0,C=3,A=4,B=2
  R2143: concat(31,42) = 3142 -> D=1,C=3,A=4,B=2
  R2144: concat(35,42) = 3542 -> D=5,C=3,A=4,B=2
  R2145: concat(36,42) = 3642 -> D=6,C=3,A=4,B=2
  R2146: concat(37,42) = 3742 -> D=7,C=3,A=4,B=2
  R2147: concat(38,42) = 3842 -> D=8,C=3,A=4,B=2
  R2148: concat(39,42) = 3942 -> D=9,C=3,A=4,B=2
  R2149: concat(50,42) = 5042 -> D=0,C=5,A=4,B=2
  R2150: concat(51,42) = 5142 -> D=1,C=5,A=4,B=2
  R2151: concat(53,42) = 5342 -> D=3,C=5,A=4,B=2
  R2152: concat(56,42) = 5642 -> D=6,C=5,A=4,B=2
  R2153: concat(57,42) = 5742 -> D=7,C=5,A=4,B=2
  R2154: concat(58,42) = 5842 -> D=8,C=5,A=4,B=2
  R2155: concat(59,42) = 5942 -> D=9,C=5,A=4,B=2
  R2156: concat(60,42) = 6042 -> D=0,C=6,A=4,B=2
  R2157: concat(61,42) = 6142 -> D=1,C=6,A=4,B=2
  R2158: concat(63,42) = 6342 -> D=3,C=6,A=4,B=2
  R2159: concat(65,42) = 6542 -> D=5,C=6,A=4,B=2
  R2160: concat(67,42) = 6742 -> D=7,C=6,A=4,B=2
  R2161: concat(68,42) = 6842 -> D=8,C=6,A=4,B=2
  R2162: concat(69,42) = 6942 -> D=9,C=6,A=4,B=2
  R2163: concat(70,42) = 7042 -> D=0,C=7,A=4,B=2
  R2164: concat(71,42) = 7142 -> D=1,C=7,A=4,B=2
  R2165: concat(73,42) = 7342 -> D=3,C=7,A=4,B=2
  R2166: concat(75,42) = 7542 -> D=5,C=7,A=4,B=2
  R2167: concat(76,42) = 7642 -> D=6,C=7,A=4,B=2
  R2168: concat(78,42) = 7842 -> D=8,C=7,A=4,B=2
  R2169: concat(79,42) = 7942 -> D=9,C=7,A=4,B=2
  R2170: concat(80,42) = 8042 -> D=0,C=8,A=4,B=2
  R2171: concat(81,42) = 8142 -> D=1,C=8,A=4,B=2
  R2172: concat(83,42) = 8342 -> D=3,C=8,A=4,B=2
  R2173: concat(85,42) = 8542 -> D=5,C=8,A=4,B=2
  R2174: concat(86,42) = 8642 -> D=6,C=8,A=4,B=2
  R2175: concat(87,42) = 8742 -> D=7,C=8,A=4,B=2
  R2176: concat(89,42) = 8942 -> D=9,C=8,A=4,B=2
  R2177: concat(90,42) = 9042 -> D=0,C=9,A=4,B=2
  R2178: concat(91,42) = 9142 -> D=1,C=9,A=4,B=2
  R2179: concat(93,42) = 9342 -> D=3,C=9,A=4,B=2
  R2180: concat(95,42) = 9542 -> D=5,C=9,A=4,B=2
  R2181: concat(96,42) = 9642 -> D=6,C=9,A=4,B=2
  R2182: concat(97,42) = 9742 -> D=7,C=9,A=4,B=2
  R2183: concat(98,42) = 9842 -> D=8,C=9,A=4,B=2
  R2184: concat(01,43) = 0143 -> D=1,C=0,A=4,B=3
  R2185: concat(02,43) = 0243 -> D=2,C=0,A=4,B=3
  R2186: concat(05,43) = 0543 -> D=5,C=0,A=4,B=3
  R2187: concat(06,43) = 0643 -> D=6,C=0,A=4,B=3
  R2188: concat(07,43) = 0743 -> D=7,C=0,A=4,B=3
  R2189: concat(08,43) = 0843 -> D=8,C=0,A=4,B=3
  R2190: concat(09,43) = 0943 -> D=9,C=0,A=4,B=3
  R2191: concat(10,43) = 1043 -> D=0,C=1,A=4,B=3
  R2192: concat(12,43) = 1243 -> D=2,C=1,A=4,B=3
  R2193: concat(15,43) = 1543 -> D=5,C=1,A=4,B=3
  R2194: concat(16,43) = 1643 -> D=6,C=1,A=4,B=3
  R2195: concat(17,43) = 1743 -> D=7,C=1,A=4,B=3
  R2196: concat(18,43) = 1843 -> D=8,C=1,A=4,B=3
  R2197: concat(19,43) = 1943 -> D=9,C=1,A=4,B=3
  R2198: concat(20,43) = 2043 -> D=0,C=2,A=4,B=3
  R2199: concat(21,43) = 2143 -> D=1,C=2,A=4,B=3
  R2200: concat(25,43) = 2543 -> D=5,C=2,A=4,B=3
  R2201: concat(26,43) = 2643 -> D=6,C=2,A=4,B=3
  R2202: concat(27,43) = 2743 -> D=7,C=2,A=4,B=3
  R2203: concat(28,43) = 2843 -> D=8,C=2,A=4,B=3
  R2204: concat(29,43) = 2943 -> D=9,C=2,A=4,B=3
  R2205: concat(50,43) = 5043 -> D=0,C=5,A=4,B=3
  R2206: concat(51,43) = 5143 -> D=1,C=5,A=4,B=3
  R2207: concat(52,43) = 5243 -> D=2,C=5,A=4,B=3
  R2208: concat(56,43) = 5643 -> D=6,C=5,A=4,B=3
  R2209: concat(57,43) = 5743 -> D=7,C=5,A=4,B=3
  R2210: concat(58,43) = 5843 -> D=8,C=5,A=4,B=3
  R2211: concat(59,43) = 5943 -> D=9,C=5,A=4,B=3
  R2212: concat(60,43) = 6043 -> D=0,C=6,A=4,B=3
  R2213: concat(61,43) = 6143 -> D=1,C=6,A=4,B=3
  R2214: concat(62,43) = 6243 -> D=2,C=6,A=4,B=3
  R2215: concat(65,43) = 6543 -> D=5,C=6,A=4,B=3
  R2216: concat(67,43) = 6743 -> D=7,C=6,A=4,B=3
  R2217: concat(68,43) = 6843 -> D=8,C=6,A=4,B=3
  R2218: concat(69,43) = 6943 -> D=9,C=6,A=4,B=3
  R2219: concat(70,43) = 7043 -> D=0,C=7,A=4,B=3
  R2220: concat(71,43) = 7143 -> D=1,C=7,A=4,B=3
  R2221: concat(72,43) = 7243 -> D=2,C=7,A=4,B=3
  R2222: concat(75,43) = 7543 -> D=5,C=7,A=4,B=3
  R2223: concat(76,43) = 7643 -> D=6,C=7,A=4,B=3
  R2224: concat(78,43) = 7843 -> D=8,C=7,A=4,B=3
  R2225: concat(79,43) = 7943 -> D=9,C=7,A=4,B=3
  R2226: concat(80,43) = 8043 -> D=0,C=8,A=4,B=3
  R2227: concat(81,43) = 8143 -> D=1,C=8,A=4,B=3
  R2228: concat(82,43) = 8243 -> D=2,C=8,A=4,B=3
  R2229: concat(85,43) = 8543 -> D=5,C=8,A=4,B=3
  R2230: concat(86,43) = 8643 -> D=6,C=8,A=4,B=3
  R2231: concat(87,43) = 8743 -> D=7,C=8,A=4,B=3
  R2232: concat(89,43) = 8943 -> D=9,C=8,A=4,B=3
  R2233: concat(90,43) = 9043 -> D=0,C=9,A=4,B=3
  R2234: concat(91,43) = 9143 -> D=1,C=9,A=4,B=3
  R2235: concat(92,43) = 9243 -> D=2,C=9,A=4,B=3
  R2236: concat(95,43) = 9543 -> D=5,C=9,A=4,B=3
  R2237: concat(96,43) = 9643 -> D=6,C=9,A=4,B=3
  R2238: concat(97,43) = 9743 -> D=7,C=9,A=4,B=3
  R2239: concat(98,43) = 9843 -> D=8,C=9,A=4,B=3
  R2240: concat(01,45) = 0145 -> D=1,C=0,A=4,B=5
  R2241: concat(02,45) = 0245 -> D=2,C=0,A=4,B=5
  R2242: concat(03,45) = 0345 -> D=3,C=0,A=4,B=5
  R2243: concat(06,45) = 0645 -> D=6,C=0,A=4,B=5
  R2244: concat(07,45) = 0745 -> D=7,C=0,A=4,B=5
  R2245: concat(08,45) = 0845 -> D=8,C=0,A=4,B=5
  R2246: concat(09,45) = 0945 -> D=9,C=0,A=4,B=5
  R2247: concat(10,45) = 1045 -> D=0,C=1,A=4,B=5
  R2248: concat(12,45) = 1245 -> D=2,C=1,A=4,B=5
  R2249: concat(13,45) = 1345 -> D=3,C=1,A=4,B=5
  R2250: concat(16,45) = 1645 -> D=6,C=1,A=4,B=5
  R2251: concat(17,45) = 1745 -> D=7,C=1,A=4,B=5
  R2252: concat(18,45) = 1845 -> D=8,C=1,A=4,B=5
  R2253: concat(19,45) = 1945 -> D=9,C=1,A=4,B=5
  R2254: concat(20,45) = 2045 -> D=0,C=2,A=4,B=5
  R2255: concat(21,45) = 2145 -> D=1,C=2,A=4,B=5
  R2256: concat(23,45) = 2345 -> D=3,C=2,A=4,B=5
  R2257: concat(26,45) = 2645 -> D=6,C=2,A=4,B=5
  R2258: concat(27,45) = 2745 -> D=7,C=2,A=4,B=5
  R2259: concat(28,45) = 2845 -> D=8,C=2,A=4,B=5
  R2260: concat(29,45) = 2945 -> D=9,C=2,A=4,B=5
  R2261: concat(30,45) = 3045 -> D=0,C=3,A=4,B=5
  R2262: concat(31,45) = 3145 -> D=1,C=3,A=4,B=5
  R2263: concat(32,45) = 3245 -> D=2,C=3,A=4,B=5
  R2264: concat(36,45) = 3645 -> D=6,C=3,A=4,B=5
  R2265: concat(37,45) = 3745 -> D=7,C=3,A=4,B=5
  R2266: concat(38,45) = 3845 -> D=8,C=3,A=4,B=5
  R2267: concat(39,45) = 3945 -> D=9,C=3,A=4,B=5
  R2268: concat(60,45) = 6045 -> D=0,C=6,A=4,B=5
  R2269: concat(61,45) = 6145 -> D=1,C=6,A=4,B=5
  R2270: concat(62,45) = 6245 -> D=2,C=6,A=4,B=5
  R2271: concat(63,45) = 6345 -> D=3,C=6,A=4,B=5
  R2272: concat(67,45) = 6745 -> D=7,C=6,A=4,B=5
  R2273: concat(68,45) = 6845 -> D=8,C=6,A=4,B=5
  R2274: concat(69,45) = 6945 -> D=9,C=6,A=4,B=5
  R2275: concat(70,45) = 7045 -> D=0,C=7,A=4,B=5
  R2276: concat(71,45) = 7145 -> D=1,C=7,A=4,B=5
  R2277: concat(72,45) = 7245 -> D=2,C=7,A=4,B=5
  R2278: concat(73,45) = 7345 -> D=3,C=7,A=4,B=5
  R2279: concat(76,45) = 7645 -> D=6,C=7,A=4,B=5
  R2280: concat(78,45) = 7845 -> D=8,C=7,A=4,B=5
  R2281: concat(79,45) = 7945 -> D=9,C=7,A=4,B=5
  R2282: concat(80,45) = 8045 -> D=0,C=8,A=4,B=5
  R2283: concat(81,45) = 8145 -> D=1,C=8,A=4,B=5
  R2284: concat(82,45) = 8245 -> D=2,C=8,A=4,B=5
  R2285: concat(83,45) = 8345 -> D=3,C=8,A=4,B=5
  R2286: concat(86,45) = 8645 -> D=6,C=8,A=4,B=5
  R2287: concat(87,45) = 8745 -> D=7,C=8,A=4,B=5
  R2288: concat(89,45) = 8945 -> D=9,C=8,A=4,B=5
  R2289: concat(90,45) = 9045 -> D=0,C=9,A=4,B=5
  R2290: concat(91,45) = 9145 -> D=1,C=9,A=4,B=5
  R2291: concat(92,45) = 9245 -> D=2,C=9,A=4,B=5
  R2292: concat(93,45) = 9345 -> D=3,C=9,A=4,B=5
  R2293: concat(96,45) = 9645 -> D=6,C=9,A=4,B=5
  R2294: concat(97,45) = 9745 -> D=7,C=9,A=4,B=5
  R2295: concat(98,45) = 9845 -> D=8,C=9,A=4,B=5
  R2296: concat(01,46) = 0146 -> D=1,C=0,A=4,B=6
  R2297: concat(02,46) = 0246 -> D=2,C=0,A=4,B=6
  R2298: concat(03,46) = 0346 -> D=3,C=0,A=4,B=6
  R2299: concat(05,46) = 0546 -> D=5,C=0,A=4,B=6
  R2300: concat(07,46) = 0746 -> D=7,C=0,A=4,B=6
  R2301: concat(08,46) = 0846 -> D=8,C=0,A=4,B=6
  R2302: concat(09,46) = 0946 -> D=9,C=0,A=4,B=6
  R2303: concat(10,46) = 1046 -> D=0,C=1,A=4,B=6
  R2304: concat(12,46) = 1246 -> D=2,C=1,A=4,B=6
  R2305: concat(13,46) = 1346 -> D=3,C=1,A=4,B=6
  R2306: concat(15,46) = 1546 -> D=5,C=1,A=4,B=6
  R2307: concat(17,46) = 1746 -> D=7,C=1,A=4,B=6
  R2308: concat(18,46) = 1846 -> D=8,C=1,A=4,B=6
  R2309: concat(19,46) = 1946 -> D=9,C=1,A=4,B=6
  R2310: concat(20,46) = 2046 -> D=0,C=2,A=4,B=6
  R2311: concat(21,46) = 2146 -> D=1,C=2,A=4,B=6
  R2312: concat(23,46) = 2346 -> D=3,C=2,A=4,B=6
  R2313: concat(25,46) = 2546 -> D=5,C=2,A=4,B=6
  R2314: concat(27,46) = 2746 -> D=7,C=2,A=4,B=6
  R2315: concat(28,46) = 2846 -> D=8,C=2,A=4,B=6
  R2316: concat(29,46) = 2946 -> D=9,C=2,A=4,B=6
  R2317: concat(30,46) = 3046 -> D=0,C=3,A=4,B=6
  R2318: concat(31,46) = 3146 -> D=1,C=3,A=4,B=6
  R2319: concat(32,46) = 3246 -> D=2,C=3,A=4,B=6
  R2320: concat(35,46) = 3546 -> D=5,C=3,A=4,B=6
  R2321: concat(37,46) = 3746 -> D=7,C=3,A=4,B=6
  R2322: concat(38,46) = 3846 -> D=8,C=3,A=4,B=6
  R2323: concat(39,46) = 3946 -> D=9,C=3,A=4,B=6
  R2324: concat(50,46) = 5046 -> D=0,C=5,A=4,B=6
  R2325: concat(51,46) = 5146 -> D=1,C=5,A=4,B=6
  R2326: concat(52,46) = 5246 -> D=2,C=5,A=4,B=6
  R2327: concat(53,46) = 5346 -> D=3,C=5,A=4,B=6
  R2328: concat(57,46) = 5746 -> D=7,C=5,A=4,B=6
  R2329: concat(58,46) = 5846 -> D=8,C=5,A=4,B=6
  R2330: concat(59,46) = 5946 -> D=9,C=5,A=4,B=6
  R2331: concat(70,46) = 7046 -> D=0,C=7,A=4,B=6
  R2332: concat(71,46) = 7146 -> D=1,C=7,A=4,B=6
  R2333: concat(72,46) = 7246 -> D=2,C=7,A=4,B=6
  R2334: concat(73,46) = 7346 -> D=3,C=7,A=4,B=6
  R2335: concat(75,46) = 7546 -> D=5,C=7,A=4,B=6
  R2336: concat(78,46) = 7846 -> D=8,C=7,A=4,B=6
  R2337: concat(79,46) = 7946 -> D=9,C=7,A=4,B=6
  R2338: concat(80,46) = 8046 -> D=0,C=8,A=4,B=6
  R2339: concat(81,46) = 8146 -> D=1,C=8,A=4,B=6
  R2340: concat(82,46) = 8246 -> D=2,C=8,A=4,B=6
  R2341: concat(83,46) = 8346 -> D=3,C=8,A=4,B=6
  R2342: concat(85,46) = 8546 -> D=5,C=8,A=4,B=6
  R2343: concat(87,46) = 8746 -> D=7,C=8,A=4,B=6
  R2344: concat(89,46) = 8946 -> D=9,C=8,A=4,B=6
  R2345: concat(90,46) = 9046 -> D=0,C=9,A=4,B=6
  R2346: concat(91,46) = 9146 -> D=1,C=9,A=4,B=6
  R2347: concat(92,46) = 9246 -> D=2,C=9,A=4,B=6
  R2348: concat(93,46) = 9346 -> D=3,C=9,A=4,B=6
  R2349: concat(95,46) = 9546 -> D=5,C=9,A=4,B=6
  R2350: concat(97,46) = 9746 -> D=7,C=9,A=4,B=6
  R2351: concat(98,46) = 9846 -> D=8,C=9,A=4,B=6
  R2352: concat(01,47) = 0147 -> D=1,C=0,A=4,B=7
  R2353: concat(02,47) = 0247 -> D=2,C=0,A=4,B=7
  R2354: concat(03,47) = 0347 -> D=3,C=0,A=4,B=7
  R2355: concat(05,47) = 0547 -> D=5,C=0,A=4,B=7
  R2356: concat(06,47) = 0647 -> D=6,C=0,A=4,B=7
  R2357: concat(08,47) = 0847 -> D=8,C=0,A=4,B=7
  R2358: concat(09,47) = 0947 -> D=9,C=0,A=4,B=7
  R2359: concat(10,47) = 1047 -> D=0,C=1,A=4,B=7
  R2360: concat(12,47) = 1247 -> D=2,C=1,A=4,B=7
  R2361: concat(13,47) = 1347 -> D=3,C=1,A=4,B=7
  R2362: concat(15,47) = 1547 -> D=5,C=1,A=4,B=7
  R2363: concat(16,47) = 1647 -> D=6,C=1,A=4,B=7
  R2364: concat(18,47) = 1847 -> D=8,C=1,A=4,B=7
  R2365: concat(19,47) = 1947 -> D=9,C=1,A=4,B=7
  R2366: concat(20,47) = 2047 -> D=0,C=2,A=4,B=7
  R2367: concat(21,47) = 2147 -> D=1,C=2,A=4,B=7
  R2368: concat(23,47) = 2347 -> D=3,C=2,A=4,B=7
  R2369: concat(25,47) = 2547 -> D=5,C=2,A=4,B=7
